,average_hh,2015_hh,diag.id,average_pov,2015_pov,average_ihh,2015_ihh,average_whh,2015_whh,2015_kids6,mean_kids6,2015_kids18,mean_kids18,nkids,marriage_status
37,2.5,4.0,4779,1081.1666666666667,954.0,43.89473684210526,0.0,463.43243243243245,0.0,2.0,0,2.0,0,2.0,2
38,2.8333333333333335,3.0,2797,591.6666666666666,483.0,0.0,0.0,938.3513513513514,2544.0,1.0,0,1.0,0,1.0,2
39,2.1666666666666665,3.0,2932,365.8333333333333,645.0,183.1578947368421,1060.0,389.05405405405406,1060.0,1.0,0,1.0,0,1.0,2
40,3.6666666666666665,4.0,2714,165.0,210.0,0.0,135.38571428571427,415.8285714285714,1719.4868822452715,0.0,1,2.0,2,1.0,-4
41,3.6666666666666665,4.0,3972,262.5,158.0,0.0,0.0,961.6756756756756,2291.0,1.0,1,2.0,1,2.0,2
42,2.6666666666666665,1.0,1285,675.5,629.0,1.8421052631578947,0.0,607.1081081081081,2650.0,0.0,0,0.0,0,0.0,0
43,3.1666666666666665,2.0,517,328.2,442.0,374.7368421052632,0.0,1157.6216216216217,880.0,0.0,0,0.0,0,1.0,2
44,4.0,5.0,5977,189.16666666666666,425.0,0.0,0.0,768.081081081081,1520.0,1.0,0,3.0,2,3.0,1
45,4.333333333333333,5.0,1099,115.16666666666667,6.0,1.263157894736842,0.0,278.72972972972974,470.0,0.0,2,3.0,2,3.0,1
46,3.5,2.0,1460,809.5,744.0,5.368421052631579,0.0,996.4054054054054,2080.0,0.0,0,0.0,0,0.0,0
47,2.8,5.0,7845,17.75,30.0,31.57894736842105,0.0,36.21621621621622,0.0,1.0,0,3.0,1,3.0,0
48,4.333333333333333,5.0,2664,472.4,417.9184375,0.0,0.0,831.2777777777778,2120.0,1.0,1,3.0,2,3.0,2
49,3.1666666666666665,3.0,2348,300.5,81.0,0.0,0.0,626.3513513513514,815.0,1.0,0,1.0,0,1.0,2
50,3.6666666666666665,5.0,1879,203.0,134.0,173.68421052631578,0.0,566.4594594594595,0.0,0.0,0,1.0,1,3.0,1
51,3.3333333333333335,4.0,4055,548.6666666666666,552.0,0.42105263157894735,0.0,962.2222222222222,2650.0,1.0,0,1.0,1,2.0,2
52,3.8333333333333335,4.0,1221,258.3333333333333,53.0,191.52941176470588,0.0,480.74285714285713,315.0,1.0,0,2.0,1,2.0,1
53,2.75,4.0,1164,312.0,312.0,89.21052631578948,0.0,616.5945945945946,0.0,2.0,1,2.0,1,2.0,2
54,2.1666666666666665,3.0,7579,434.0,586.0,0.0,0.0,704.3714285714286,2703.0,1.0,0,1.0,0,0.0,1
55,4.833333333333333,2.0,1665,183.5,0.0,169.68421052631578,0.0,331.3243243243243,350.0,0.0,0,0.0,2,0.0,0
56,3.5,4.0,8671,164.4,417.9184375,0.0,0.0,830.027027027027,2385.0,1.0,0,1.0,1,1.0,0
57,2.5,3.0,4226,262.5,189.0,0.0,0.0,697.2727272727273,2279.0,1.0,0,2.0,2,2.0,0
58,3.0,3.0,6931,253.5,290.0,0.0,0.0,1215.5675675675675,2120.0,0.0,0,2.0,2,2.0,0
59,4.0,4.0,3306,435.3333333333333,355.0,7.578947368421052,0.0,1233.1081081081081,2520.0,0.0,1,2.0,2,2.0,2
60,2.1666666666666665,2.0,333,241.5,391.0,0.0,0.0,797.4324324324324,2120.0,0.0,0,0.0,0,0.0,2
61,3.5,1.0,2254,163.0,179.0,0.0,0.0,803.4571428571429,2152.0,0.0,0,0.0,1,2.0,0
62,2.3333333333333335,2.0,8853,374.4,378.0,2008.3684210526317,2650.0,1423.2285714285715,2650.0,0.0,0,0.0,0,0.0,1
63,1.8333333333333333,1.0,6255,510.25,731.0,0.0,0.0,646.1388888888889,1961.0,0.0,0,0.0,0,0.0,4
64,1.3333333333333333,1.0,7275,330.0,398.0,0.0,0.0,941.8108108108108,2487.0,0.0,0,0.0,0,0.0,0
65,4.833333333333333,5.0,4604,305.1666666666667,342.0,0.0,0.0,1003.027027027027,0.0,0.0,1,2.0,2,2.0,2
66,1.1666666666666667,2.0,7837,179.33333333333334,158.0,0.0,0.0,1062.735294117647,2260.0,0.0,0,0.0,0,0.0,2
67,4.5,4.0,4332,1314.8333333333333,1819.0,121.57894736842105,0.0,757.8918918918919,4982.0,0.0,0,0.0,1,0.0,0
68,4.166666666666667,4.0,5549,199.5,75.0,52.63157894736842,20.0,266.1081081081081,20.0,0.0,0,2.0,2,2.0,2
69,2.1666666666666665,3.0,4448,686.6666666666666,977.0,0.0,0.0,741.6216216216217,1908.0,0.0,0,0.0,0,0.0,2
70,2.1666666666666665,3.0,4447,1039.8333333333333,1301.0,14.736842105263158,0.0,971.972972972973,2650.0,1.0,0,1.0,0,1.0,4
71,2.8333333333333335,4.0,5408,496.6666666666667,354.0,0.0,0.0,871.8378378378378,0.0,2.0,1,2.0,1,2.0,2
72,2.5,4.0,4368,1003.1666666666666,997.0,0.0,0.0,856.4864864864865,2120.0,2.0,0,2.0,0,2.0,2
73,2.8333333333333335,3.0,7917,575.6666666666666,1016.0,0.0,0.0,882.1351351351351,2120.0,0.0,1,1.0,1,1.0,0
74,4.666666666666667,5.0,8878,154.0,53.0,0.0,0.0,596.5405405405405,2120.0,1.0,1,3.0,3,3.0,2
75,2.1666666666666665,2.0,7748,491.6666666666667,536.0,49.21052631578947,700.0,482.13513513513516,2000.0,0.0,0,0.0,0,0.0,0
76,5.0,5.0,271,190.83333333333334,354.0,0.0,0.0,711.2432432432432,2173.0,0.0,1,3.0,3,3.0,2
77,1.1666666666666667,1.0,918,1000.5,1819.0,0.0,0.0,401.4054054054054,2120.0,0.0,0,0.0,0,0.0,0
78,1.5,2.0,8196,549.6,417.9184375,0.0,0.0,839.9032258064516,2150.0,0.0,0,0.0,0,0.0,0
79,5.2,6.0,6068,166.2,135.0,31.57894736842105,0.0,695.3529411764706,2200.0,1.0,1,1.0,2,2.0,2
80,4.666666666666667,4.0,4769,269.5,141.0,0.0,0.0,705.5555555555555,2141.0,0.0,1,3.0,3,3.0,4
81,4.0,2.0,836,469.2,417.9184375,0.0,0.0,1037.7567567567567,1040.0,0.0,0,1.0,2,1.0,4
82,2.0,2.0,5175,782.0,946.0,0.0,0.0,837.9459459459459,2120.0,0.0,0,0.0,0,0.0,2
83,3.8333333333333335,4.0,2616,326.25,375.0,0.0,0.0,353.1081081081081,424.0,0.0,1,2.0,2,2.0,2
84,1.8333333333333333,1.0,5198,303.6666666666667,203.0,0.0,0.0,641.4864864864865,360.0,0.0,0,0.0,0,1.0,0
85,2.1666666666666665,2.0,900,1068.8333333333333,489.0,18.57894736842105,0.0,729.4864864864865,2020.0,0.0,0,0.0,0,0.0,0
86,3.3333333333333335,3.0,7433,608.6666666666666,771.0,171.0,795.0,1441.3478260869565,2915.0,1.0,1,1.0,1,1.0,2
87,2.5,3.0,3267,303.8,252.0,97.89473684210526,0.0,1071.162162162162,2120.0,1.0,0,1.0,0,1.0,2
88,2.1666666666666665,2.0,6407,321.0,417.9184375,0.0,0.0,629.7297297297297,950.0,0.0,0,0.0,0,0.0,1
89,1.0,1.0,2902,206.33333333333334,122.0,612.3157894736842,0.0,822.918918918919,2120.0,0.0,0,0.0,0,0.0,0
90,1.3333333333333333,2.0,1699,540.8333333333334,536.0,0.0,135.38571428571427,752.4117647058823,1719.4868822452715,0.0,0,0.0,0,0.0,-4
91,5.666666666666667,6.0,6587,211.33333333333334,237.0,0.0,0.0,762.5135135135135,2120.0,1.0,2,4.0,4,4.0,2
92,2.1666666666666665,3.0,5439,486.6666666666667,478.0,0.0,0.0,744.1142857142858,2120.0,1.0,0,1.0,0,1.0,2
93,3.25,4.0,4970,424.25,71.0,415.55555555555554,135.38571428571427,471.7878787878788,1719.4868822452715,0.0,0,1.0,0,0.0,-4
94,2.6666666666666665,4.0,7010,182.0,125.0,0.0,0.0,876.081081081081,94.0,2.0,1,3.0,2,3.0,0
95,2.0,4.0,632,905.1666666666666,654.0,0.0,0.0,693.0540540540541,1843.0,2.0,0,2.0,0,2.0,1
96,5.0,5.0,4685,226.33333333333334,209.0,0.0,0.0,712.3513513513514,0.0,0.0,1,3.0,3,3.0,1
97,2.0,2.0,5999,350.1666666666667,288.0,0.0,0.0,750.5675675675676,2120.0,0.0,0,1.0,1,1.0,0
98,2.3333333333333335,3.0,2656,400.3333333333333,566.0,0.0,0.0,395.3783783783784,1560.0,1.0,0,1.0,0,1.0,2
99,5.166666666666667,5.0,4640,43.333333333333336,71.0,39.1578947368421,0.0,119.48648648648648,0.0,0.0,1,3.0,4,1.0,0
100,5.333333333333333,6.0,8536,97.2,417.9184375,0.0,0.0,595.081081081081,1920.0,2.0,0,2.0,2,3.0,0
101,4.5,5.0,1284,1202.8333333333333,475.0,5.631578947368421,1.0,342.64864864864865,1.0,2.0,1,3.0,2,3.0,2
102,2.1666666666666665,2.0,5517,168.6,100.0,0.0,0.0,448.97297297297297,294.0,1.0,1,1.0,1,1.0,0
103,2.8333333333333335,3.0,5866,315.25,157.0,0.0,0.0,534.7027027027027,1166.0,0.0,1,1.0,1,1.0,-3
104,3.8333333333333335,2.0,8683,522.4,1312.0,75.11111111111111,135.38571428571427,622.9166666666666,1719.4868822452715,0.0,0,1.0,2,0.0,-4
105,1.5,1.0,2696,853.5,480.0,0.0,0.0,1001.5833333333334,2120.0,0.0,0,0.0,0,0.0,0
106,2.3333333333333335,3.0,916,359.75,417.9184375,36.666666666666664,135.38571428571427,487.05555555555554,1719.4868822452715,1.0,0,1.0,0,1.0,-4
107,2.6666666666666665,4.0,6357,445.6,487.0,0.0,0.0,674.918918918919,456.0,2.0,0,2.0,0,2.0,2
108,2.1666666666666665,1.0,1483,760.3333333333334,528.0,9.789473684210526,0.0,1161.3513513513512,2650.0,0.0,0,0.0,0,0.0,0
109,2.0,2.0,4486,404.0,555.0,0.0,0.0,1000.081081081081,2120.0,0.0,0,0.0,0,0.0,2
110,5.333333333333333,6.0,7057,44.8,0.0,0.0,0.0,152.6216216216216,0.0,1.0,2,4.0,3,4.0,2
111,3.3333333333333335,4.0,6057,373.4,236.0,0.0,0.0,915.7027027027027,2120.0,1.0,1,2.0,1,2.0,2
112,3.6666666666666665,5.0,1985,64.5,142.0,0.0,0.0,312.72972972972974,0.0,2.0,1,3.0,1,3.0,2
113,3.6666666666666665,4.0,8126,587.8333333333334,958.0,0.0,0.0,751.8918918918919,2385.0,0.0,0,0.0,0,0.0,0
114,4.333333333333333,5.0,7816,401.1666666666667,619.0,0.0,0.0,259.2432432432432,0.0,1.0,1,3.0,2,3.0,2
115,4.5,5.0,6257,452.5,389.0,101.05263157894737,1920.0,1084.1891891891892,2280.0,1.0,2,3.0,2,3.0,2
116,6.0,5.0,6097,337.8333333333333,195.0,0.0,0.0,1155.027027027027,3150.0,0.0,2,3.0,3,3.0,2
117,3.5,3.0,7622,95.6,79.0,73.23529411764706,0.0,403.7142857142857,480.0,1.0,1,2.0,2,2.0,0
118,3.0,4.0,4002,457.5,21.0,0.0,0.0,6.756756756756757,0.0,1.0,1,2.0,1,2.0,2
119,4.333333333333333,5.0,1776,301.6666666666667,432.0,0.0,135.38571428571427,696.21875,1719.4868822452715,1.0,2,3.0,2,3.0,2
120,4.0,4.0,5844,298.5,404.0,0.0,0.0,766.6756756756756,50.0,0.0,1,2.0,2,2.0,2
121,1.6666666666666667,1.0,8029,294.3333333333333,187.0,232.73684210526315,0.0,792.4594594594595,2120.0,0.0,0,0.0,0,0.0,0
122,6.0,6.0,4399,203.5,193.0,0.0,0.0,428.6756756756757,2650.0,0.0,1,4.0,4,3.0,2
123,4.0,6.0,8122,259.4,133.0,0.0,0.0,1045.2972972972973,2600.0,2.0,1,4.0,2,4.0,1
124,2.0,3.0,3476,310.8333333333333,405.0,8.421052631578947,160.0,1137.2777777777778,160.0,0.0,0,0.0,0,0.0,4
125,2.8333333333333335,5.0,5033,434.1666666666667,720.0,0.0,0.0,529.5135135135135,2276.0,1.0,0,1.0,0,3.0,4
126,2.1666666666666665,3.0,7569,533.5,630.0,67.84210526315789,0.0,526.5405405405405,0.0,1.0,0,1.0,0,1.0,2
127,5.666666666666667,2.0,7529,140.66666666666666,63.0,0.0,0.0,114.89189189189189,0.0,0.0,1,0.0,2,1.333710087595366,1
128,1.8,1.0,3401,674.8,365.0,13.117647058823529,0.0,902.2857142857143,780.0,0.0,0,0.0,0,0.0,0
129,5.833333333333333,6.0,8023,249.33333333333334,237.0,0.0,0.0,1054.6756756756756,2544.0,0.0,1,4.0,4,3.0,2
130,4.666666666666667,4.0,6018,173.8,417.9184375,0.0,0.0,772.7567567567568,2756.0,1.0,1,2.0,2,1.0,4
131,1.0,1.0,3033,689.5,690.0,0.0,0.0,811.0,2120.0,0.0,0,0.0,0,0.0,0
132,1.8333333333333333,1.0,74,419.4,826.0,0.0,0.0,665.2972972972973,2650.0,0.0,0,0.0,0,0.0,0
133,3.5,4.0,7877,171.5,115.0,246.25,0.0,845.3529411764706,0.0,1.0,0,2.0,2,2.0,2
134,2.6666666666666665,2.0,8983,310.4,168.0,4.2105263157894735,0.0,1030.7837837837837,2288.0,0.0,0,1.0,1,1.0,0
135,3.3333333333333335,3.0,2189,771.6666666666666,752.0,661.6666666666666,910.0,487.2857142857143,910.0,0.0,0,0.0,0,0.0,2
136,3.6666666666666665,4.0,5048,147.5,42.0,219.10526315789474,0.0,906.1081081081081,815.0,0.0,1,2.0,2,3.0,4
137,4.0,4.0,4191,342.25,379.0,31.57894736842105,0.0,661.8918918918919,2120.0,0.0,1,2.0,2,2.0,2
138,3.0,4.0,2458,813.2,583.0,0.0,0.0,1025.2162162162163,2756.0,2.0,0,2.0,1,2.0,2
139,8.0,6.0,8079,211.4,256.0,6.315789473684211,0.0,605.972972972973,0.0,0.0,2,2.0,3,2.0,2
140,2.6666666666666665,2.0,7940,306.2,444.0,0.0,0.0,339.5945945945946,1802.0,0.0,0,1.0,1,1.0,4
141,3.0,4.0,6366,682.8333333333334,260.0,555.7894736842105,2120.0,818.4054054054054,2120.0,2.0,1,2.0,1,2.0,2
142,2.0,1.0,8142,213.0,417.9184375,0.0,0.0,464.35483870967744,1719.4868822452715,0.0,0,0.0,0,1.0,1
143,4.0,5.0,2623,343.8333333333333,376.0,269.2105263157895,0.0,882.1081081081081,800.0,2.0,2,3.0,2,3.0,2
144,3.6666666666666665,3.0,4550,140.5,0.0,0.0,0.0,645.7058823529412,1080.0,0.0,1,2.0,2,2.0,0
145,2.6666666666666665,3.0,1379,482.5,493.0,0.0,0.0,1088.0,2385.0,0.0,0,1.0,1,1.0,2
146,3.6666666666666665,4.0,7461,359.8,312.0,0.0,0.0,643.6,1012.0,1.0,0,2.0,1,2.0,2
147,3.6666666666666665,3.0,8237,86.6,92.0,0.0,0.0,263.0,2120.0,0.0,0,2.0,2,2.0,0
148,3.1666666666666665,4.0,8389,443.1666666666667,228.0,0.0,0.0,682.3714285714286,1720.0,2.0,1,2.0,1,2.0,2
149,5.0,5.0,5411,92.16666666666667,161.0,173.94736842105263,0.0,267.5135135135135,0.0,0.0,2,3.0,3,3.0,1
150,2.0,1.0,5151,510.4,1819.0,0.0,0.0,737.9722222222222,2385.0,0.0,0,0.0,0,0.0,0
151,2.2,3.0,7238,534.3333333333334,420.0,0.0,0.0,797.2162162162163,2120.0,1.0,0,1.0,0,1.0,4
152,1.6666666666666667,2.0,1495,1363.5,1819.0,0.0,0.0,884.5675675675676,0.0,0.0,0,0.0,0,0.0,2
153,3.6666666666666665,4.0,4159,306.8333333333333,283.0,35.78947368421053,0.0,951.027027027027,2544.0,1.0,1,2.0,2,2.0,2
154,2.6666666666666665,2.0,386,480.5,648.0,0.0,0.0,1119.1081081081081,2650.0,0.0,0,0.0,0,0.0,2
155,4.0,4.0,5145,240.83333333333334,221.0,0.0,0.0,594.1428571428571,2120.0,0.0,1,2.0,2,2.0,2
156,2.1666666666666665,4.0,3613,452.2,417.0,217.89473684210526,1060.0,803.7567567567568,3420.0,1.0,0,2.0,1,1.0,2
157,2.0,2.0,2849,541.1666666666666,599.0,0.0,0.0,1104.4864864864865,2544.0,0.0,0,0.0,0,0.0,2
158,4.333333333333333,5.0,3846,388.6666666666667,397.0,0.0,0.0,718.8857142857142,2120.0,0.0,1,2.0,2,2.0,2
159,7.8,9.0,7120,55.0,0.0,0.0,135.38571428571427,706.4285714285714,1719.4868822452715,1.0,2,3.0,2,0.0,-4
160,1.3333333333333333,2.0,8289,126.16666666666667,88.0,82.10526315789474,0.0,404.75,424.0,0.0,0,0.0,0,0.0,1
161,3.8333333333333335,4.0,110,984.6666666666666,583.0,0.0,0.0,567.4054054054054,0.0,2.0,0,2.0,1,2.0,2
162,2.1666666666666665,3.0,2570,485.6666666666667,604.0,0.0,0.0,989.3513513513514,2650.0,1.0,0,1.0,0,1.0,2
163,2.0,2.0,7417,763.6666666666666,782.0,0.0,0.0,761.0,2120.0,0.0,0,0.0,0,0.0,1
164,2.1666666666666665,3.0,4766,329.0,529.0,0.0,0.0,666.7297297297297,2120.0,0.0,0,0.0,0,0.0,2
165,7.333333333333333,9.0,2950,82.6,17.0,689.7368421052631,1018.0,748.9142857142857,2803.0,4.0,3,7.0,5,6.0,2
166,3.3333333333333335,5.0,4401,1722.5,808.0,168.68421052631578,2915.0,1129.1351351351352,3975.0,3.0,1,3.0,1,3.0,2
167,4.666666666666667,4.0,6601,182.0,199.0,0.0,0.0,226.64864864864865,2014.0,0.0,0,0.0,0,0.0,0
168,3.3333333333333335,2.0,846,477.0,568.0,1325.421052631579,795.0,799.6216216216217,3763.0,0.0,0,0.0,1,2.0,1
169,5.0,5.0,3750,66.33333333333333,59.0,0.0,0.0,454.47058823529414,2120.0,0.0,0,0.0,0,3.0,0
170,3.5,4.0,6406,471.8333333333333,479.0,0.0,0.0,672.5945945945946,2854.0,1.0,1,2.0,2,2.0,2
171,1.3333333333333333,1.0,4197,459.0,447.0,1175.5263157894738,3420.0,1564.918918918919,3420.0,0.0,0,0.0,0,0.0,0
172,4.0,4.0,5089,375.3333333333333,409.0,30.0,135.38571428571427,222.86111111111111,1719.4868822452715,0.0,1,2.0,2,1.0,-4
173,5.0,5.0,8518,150.0,120.0,1052.6315789473683,0.0,957.4594594594595,120.0,2.0,2,3.0,2,3.0,1
174,3.1666666666666665,2.0,4743,949.6,417.9184375,0.0,0.0,842.8648648648649,0.0,0.0,0,0.0,0,0.0,2
175,3.0,3.0,8040,42.333333333333336,13.0,49.21052631578947,0.0,300.9189189189189,588.0,1.0,1,2.0,1,2.0,0
176,6.166666666666667,7.0,2928,1066.6666666666667,40.0,84.36842105263158,0.0,793.6756756756756,1590.0,1.0,2,3.0,3,3.0,4
177,2.0,2.0,896,585.25,1363.0,44.578947368421055,0.0,402.18918918918916,1075.0,0.0,0,0.0,0,0.0,2
178,2.8333333333333335,2.0,4455,244.8,13.0,144.16666666666666,135.38571428571427,510.8333333333333,1719.4868822452715,0.0,0,0.0,1,0.0,-4
179,3.0,7.0,4713,115.2,102.0,0.0,0.0,451.2857142857143,2305.0,1.0,0,4.0,1,0.0,0
180,2.5,3.0,2047,551.3333333333334,708.0,0.0,0.0,242.13513513513513,560.0,1.0,0,1.0,0,1.0,2
181,2.6666666666666665,1.0,7499,551.5,0.0,0.0,0.0,592.8648648648649,2120.0,0.0,0,0.0,0,0.0,0
182,1.8333333333333333,2.0,3960,644.0,568.0,247.6315789473684,2565.0,872.2777777777778,3605.0,0.0,0,0.0,0,0.0,0
183,3.8333333333333335,6.0,287,763.3333333333334,372.0,0.0,0.0,1015.1764705882352,2279.0,1.0,0,4.0,1,2.0,2
184,5.0,5.0,4424,67.0,89.0,0.0,0.0,514.1351351351351,2120.0,0.0,2,4.0,4,4.0,0
185,3.1666666666666665,5.0,313,1090.8333333333333,723.0,0.0,0.0,678.6486486486486,612.0,3.0,1,3.0,1,3.0,2
186,3.25,4.0,2461,1702.0,1058.0,44.21052631578947,220.0,704.1081081081081,220.0,2.0,1,2.0,1,2.0,2
187,2.3333333333333335,1.0,3337,186.6,417.9184375,0.0,0.0,1070.027027027027,1920.0,0.0,0,0.0,1,2.0,4
188,2.5,6.0,3645,16.333333333333332,417.9184375,0.0,0.0,41.21212121212121,0.0,1.0,0,4.0,1,5.0,2
189,5.0,6.0,1798,79.83333333333333,77.0,8.31578947368421,0.0,446.35135135135135,0.0,2.0,2,4.0,3,4.0,2
190,1.6666666666666667,1.0,307,762.5,642.0,0.0,0.0,995.5135135135135,2650.0,0.0,0,0.0,0,0.0,0
191,2.8333333333333335,2.0,8038,107.75,417.9184375,0.0,0.0,369.2972972972973,1640.0,0.0,0,0.0,0,2.0,1
192,3.1666666666666665,4.0,8112,0.0,0.0,19.57894736842105,0.0,173.8181818181818,0.0,1.0,1,2.0,1,2.0,0
193,1.6666666666666667,1.0,3036,1088.4,690.0,0.0,0.0,753.7567567567568,2650.0,0.0,0,0.0,0,0.0,0
194,3.5,1.0,4674,167.0,417.9184375,166.31578947368422,0.0,580.8378378378378,690.0,0.0,0,0.0,0,0.0,0
195,2.5,2.0,933,1160.8333333333333,290.0,40.05555555555556,424.0,391.37142857142857,965.0,0.0,0,0.0,0,0.0,2
196,1.3333333333333333,1.0,1118,524.6,246.0,0.0,0.0,470.88235294117646,1935.0,0.0,0,0.0,0,0.0,0
197,1.8333333333333333,1.0,1653,156.0,210.0,0.0,0.0,844.7027027027027,1976.0,0.0,0,0.0,0,0.0,0
198,3.8333333333333335,4.0,6215,113.5,177.0,53.94736842105263,0.0,719.2432432432432,2355.0,1.0,1,2.0,2,2.0,2
199,2.0,2.0,3603,290.1666666666667,177.0,6.7894736842105265,0.0,823.9459459459459,1746.0,0.0,0,0.0,0,0.0,2
200,2.0,2.0,5471,757.0,719.0,58.733333333333334,106.0,990.5,2756.0,0.0,0,0.0,0,0.0,1
201,1.0,1.0,1823,759.5,106.0,0.0,0.0,711.5675675675676,2120.0,0.0,0,0.0,0,0.0,0
202,1.8333333333333333,2.0,4140,813.1666666666666,1180.0,0.0,0.0,1217.837837837838,2120.0,0.0,0,0.0,0,0.0,2
203,6.166666666666667,7.0,5507,215.5,71.0,0.0,0.0,801.4594594594595,2120.0,2.0,2,5.0,3,5.0,2
204,4.8,6.0,3751,282.8,352.0,0.0,0.0,153.78378378378378,0.0,0.0,1,4.0,3,5.0,2
205,6.0,5.0,624,281.6666666666667,198.0,254.31578947368422,0.0,604.125,1719.4868822452715,0.0,1,2.0,2,2.0,4
206,2.6,3.0,3346,408.0,341.0,0.0,0.0,937.972972972973,172.0,1.0,0,1.0,0,1.0,4
207,1.75,2.0,4013,739.0,394.0,0.0,0.0,762.2432432432432,2650.0,0.0,0,0.0,0,0.0,2
208,3.8333333333333335,5.0,5211,511.6,841.0,1156.578947368421,175.0,727.9459459459459,175.0,2.0,2,3.0,2,3.0,2
